nome_file;caratteristiche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;classificazione;0;10;10;0;0;10;10;10;10;10;10;0;0;10;10;10;0;10;0;10;0;10;0;0;0;0;0;10;10;10;10;0;10;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;discretizzatore;613140;624059;-3001517;-4018727;-1682755;3594594;2366856;7757962;13124163;10970395;-2851643;1776226;8358867;686310;3280631;3583078;2145929;4718113;-3084066;-448097;7592532;4376349;9196874;4995234;-3256475;-6548359;-3735402;-3047143;312960;-2889746;3639818;2124856;-381972;-4251540;-5647785;6257311;5639017;849483;-800739;4041767;800497;13730886;-3635157;-1391;-6202037;1595156;3445976;8374970;-4841802;5210782;-9101;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;media;14;14;-67;-90;-37;82;54;176;298;249;-64;40;190;16;74;81;49;107;-69;-9;172;99;209;113;-73;-147;-84;-68;7;-65;83;48;-8;-95;-127;142;128;19;-17;92;18;311;-81;0;-140;36;78;190;-109;118;0;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;picchi;19545;24306;24931;24078;24810;23966;25561;25574;24163;25185;25155;24876;25431;24541;25721;25193;25344;24941;25105;24110;24010;24329;24278;25650;25543;24800;24781;24687;25240;26348;24906;24914;24290;24252;26179;24842;25361;25274;24873;26022;24734;25238;24550;23807;24073;24918;24684;25640;25043;25655;167;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;energia;1,13E+15;4,66E+17;5,20E+17;4,10E+17;4,87E+17;3,02E+17;3,27E+17;4,81E+17;3,69E+16;5,55E+17;5,84E+17;3,01E+17;6,13E+17;4,26E+16;5,04E+17;3,86E+17;4,83E+17;4,59E+17;3,16E+17;4,87E+17;3,56E+16;5,13E+17;4,49E+17;3,15E+16;4,01E+17;4,92E+17;4,07E+17;4,85E+16;3,78E+17;5,01E+17;4,22E+17;5,22E+17;4,09E+17;4,25E+16;5,18E+17;2,63E+17;5,06E+17;4,22E+17;5,25E+17;3,60E+17;3,12E+17;6,90E+17;4,61E+17;2,87E+17;3,69E+17;4,95E+17;2,63E+17;6,27E+16;5,66E+17;4,20E+17;1,50E+11;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;frequenzeH0;0;1166;5187;49779;1689;378359;478091;119821;162660;90580;222;3120;50164;95913;45151;69723;206238;4278;25542;70194;48785;143896;68091;125279;71555;182217;164915;214558;249498;64124;10340;251903;3338;4626;6652;54447;46478;31878;545540;540490;11127;148;165748;115393;27467;122923;4808;274220;58612;101577;835;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;frequenzeH1;0;854;125040;173965;1744;583838;492631;237650;95176;243237;2259;2409;118550;144225;286527;153614;241206;176434;55046;245217;65733;52371;94401;221260;203910;558109;586885;326009;182088;108824;144723;107722;4049;11305;55352;80184;128058;180406;301593;379489;26267;932;104366;79752;104970;79184;43253;285227;391164;700341;2755;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;frequenzeH2;1;164;124887;617623;303;206221;333986;35898;521251;113412;796;943;293073;179950;316381;41225;404564;51136;690675;286278;9068;99548;111865;139419;406140;204826;322343;65976;82856;44242;423770;86755;1815;10613;57978;32136;135734;211460;259617;197985;11812;179;270686;36466;31818;15587;35279;45346;408562;84407;1796;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;frequenzaFond;42;1166;214816;617623;2513;583838;492631;237650;521251;249528;6017;29159;293073;179950;316381;153614;404564;176434;690675;286278;65733;492552;203415;571425;415781;558109;586885;326009;249498;108824;423770;277403;4049;40750;90689;268586;610054;211460;545540;540490;26267;1985;270686;115393;111786;128041;45138;285227;408562;700341;2755;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;posFreqFond;31;0;7;2;4;1;1;1;2;4;10;9;2;2;2;1;2;1;2;2;1;3;3;3;3;1;1;1;0;1;2;6;1;4;4;7;4;2;0;0;1;6;2;0;4;5;5;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;pendenze;12;312;175589;495020;1824;377617;158644;201752;426074;75876;4910;8509;222459;56046;66201;112389;211816;172156;635628;59434;56665;393003;136921;434211;358672;375892;421970;260033;67410;64582;291688;165821;2234;29210;69383;113930;540936;186414;243947;161001;15140;1634;197243;35641;67561;107672;28904;239881;187411;615933;1920;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;classificazione;0;0;10;10;0;10;10;10;10;10;0;0;10;10;10;10;10;10;0;10;0;10;10;10;10;10;10;10;10;0;10;10;0;0;0;10;10;10;10;10;0;0;10;0;0;10;0;10;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;discretizzatore;-587939;-279965;-2154911;-1510100;-109604;599843;-1394352;-1157939;-1153727;-226958;-1445984;580087;-3624908;-606915;909591;-367309;-194347;746131;248303;-1455780;-1636572;-624495;-310075;-569332;-894794;99010;-628671;-1406021;845132;739459;-1271544;-11045879;-1505679;-460544;396502;-229890;-1115438;1410792;564654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;media;-12;-5;-48;-33;-1;14;-31;-25;-25;-4;-32;13;-81;-13;21;-7;-3;17;6;-32;-36;-13;-6;-12;-19;2;-13;-31;19;17;-28;-249;-33;-9;9;-4;-24;32;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;picchi;32188;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;32767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;energia;2,09E+17;3,15E+17;3,55E+17;4,93E+17;4,31E+17;8,05E+17;7,68E+17;4,51E+17;5,44E+17;5,88E+17;5,75E+17;4,02E+17;5,02E+16;3,48E+16;5,49E+17;4,14E+17;4,99E+17;4,28E+17;1,59E+17;7,94E+17;5,24E+17;4,93E+17;2,83E+15;4,36E+17;4,04E+17;3,18E+17;3,81E+17;3,19E+17;9,30E+17;6,17E+17;6,42E+17;8,82E+17;5,51E+17;4,23E+17;4,69E+17;5,39E+17;3,28E+17;5,27E+17;1,53E+17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;frequenzeH0;3;64340;260336;43992;250982;358990;538751;314541;52428;678;217477;308568;182594;274184;45131;19513;67931;72473;58982;157544;65617;57594;150742;787227;121115;14300;61385;158506;289388;162372;77243;28933;668530;159843;31606;229947;225704;281125;267700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;frequenzeH1;1;80932;153943;12275;257247;652818;272880;153157;564749;599186;164951;287155;303676;194579;46632;55521;333654;28217;59850;301883;98446;30767;45814;466797;114227;329302;42510;165731;199441;261205;31104;25884;454349;249299;257145;433089;773103;584010;28972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;frequenzeH2;2;71954;17363;24270;118298;231163;44556;216088;223707;170269;64132;148742;115562;98484;10633;6357;225774;3751;48163;120086;65252;2882;14819;153505;128348;149810;17263;61288;225605;238575;91405;15761;229723;116723;127885;159602;79875;158431;13812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;frequenzaFond;42;90221;260336;54839;257247;652818;538751;314541;564749;599186;323010;308568;303676;274184;69715;435769;333654;234985;97547;301883;418916;57594;150742;787227;220375;329302;161267;165731;330971;261205;263568;28933;668530;249299;257145;433089;773103;584010;267700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;posFreqFond;26;5;0;5;1;1;0;0;1;1;3;0;1;0;5;14;1;14;14;1;5;0;0;0;15;1;8;1;7;1;5;0;0;1;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;pendenze;25;72824;106393;41582;138949;421655;265871;161384;512321;598508;258878;21413;188114;79605;30230;303326;265723;217558;48843;181797;300275;26827;104928;320430;200634;315002;140025;104443;295127;98833;199841;3049;214181;132577;225539;273487;693228;425579;238728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ragazzo_si_incazza_e_rompe_il_computer.wav;classificazione;0;0;10;0;10;10;10;10;10;10;10;10;10;10;0;0;10;5;0;10;10;0;5;10;10;10;0;10;10;10;10;0;10;10;10;10;10;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
litigio_di_sgarbi.wav;discretizzatore;-365110;46806;51141;-67208;-17286;12437;-66615;-87280;151202;-389572;153809;-231905;117828;-92054;43848;-6429;-10292;19944;61448;-65008;-10685;-212709;297154;-22134;-224290;-62094;-190604;73200;32420;-229685;-177757;338640;-73226;-33132;133332;-52208;19007;19260;-44386;74852;-132150;192786;-92933;100279;68746;-97646;-96618;-45457;89729;42019;103410;-183650;24845;-118471;73938;-121688;-1602;209428;-15380;-17246;-48666;-67018;-26683;-72248;-57431;-53144;25440;62440;;;;;;;
litigio_di_sgarbi.wav;media;-7;1;1;-1;0;0;-1;-1;3;-8;3;-4;3;-1;1;0;0;0;1;0;0;-4;7;0;-4;0;-3;2;1;-4;-3;8;-1;0;3;0;0;0;0;2;-2;4;-1;2;2;-1;-1;0;2;1;2;-3;1;-2;2;-2;0;5;0;0;0;-1;0;-1;0;0;1;1;;;;;;;
litigio_di_sgarbi.wav;picchi;22647;21299;20974;21246;20389;22653;22523;20699;21433;22424;19843;21045;22507;20644;19384;20421;19396;19820;20222;19986;19588;22282;19794;20052;18935;21656;21316;21081;19324;20765;17303;18618;18751;19089;20235;17929;20909;18813;19668;20449;21418;18385;21491;20155;20370;21024;19639;20808;20267;19952;21658;22130;19629;17341;20478;17765;19492;20003;17437;19928;19917;18657;20749;22502;21474;21062;20046;18105;;;;;;;
litigio_di_sgarbi.wav;energia;1,40E+17;1,49E+17;9,38E+16;6,62E+16;5,24E+16;1,11E+17;1,14E+17;7,55E+16;8,07E+16;9,60E+16;9,19E+16;8,17E+16;1,30E+17;9,93E+16;6,80E+16;6,09E+16;4,41E+16;6,64E+16;9,06E+16;8,41E+16;5,39E+16;8,89E+16;8,23E+16;7,30E+16;8,94E+16;9,39E+16;4,84E+16;8,55E+16;5,49E+16;7,63E+16;9,63E+16;6,71E+16;5,54E+16;8,93E+16;3,91E+16;3,46E+16;9,78E+16;6,00E+16;1,10E+17;1,26E+17;1,13E+17;1,52E+17;1,12E+17;1,25E+17;1,13E+17;9,71E+16;7,19E+16;9,93E+16;8,18E+16;4,86E+16;6,71E+16;1,32E+17;1,11E+17;8,90E+16;1,27E+17;9,03E+16;1,10E+17;1,20E+17;7,08E+16;7,27E+16;4,53E+16;9,31E+16;1,08E+16;9,49E+16;7,26E+16;1,38E+17;1,39E+17;6,11E+16;;;;;;;
litigio_di_sgarbi.wav;frequenzeH0;955;162724;30958;17945;134328;48938;85664;45918;38339;30018;288160;227445;284974;77264;60140;37221;139388;1708;6905;29468;118383;16922;24605;88495;18472;9001;17533;30806;34993;31371;96508;357448;10253;15099;89744;11048;7417;17316;15221;35886;77969;161986;30194;3068;28440;122608;54510;49134;3500;17750;156120;241815;94186;44862;34886;116003;129286;183351;56192;248299;36987;111148;33934;4033;71583;60567;212059;132581;;;;;;;
litigio_di_sgarbi.wav;frequenzeH1;30695;202267;66963;37419;56811;260394;115103;11871;52847;87910;163866;60475;104603;51646;167892;41551;43350;8519;13256;34343;250228;165867;69727;336281;158766;56218;40128;37115;295148;18503;188706;329057;276449;14969;365494;233419;13327;116290;265166;137136;94105;260007;435115;38279;122538;128541;119528;80378;347198;21058;92057;15626;337623;182451;198253;330250;228420;80098;147347;375921;16261;146881;15965;194827;100578;205988;168074;406385;;;;;;;
litigio_di_sgarbi.wav;frequenzeH2;9302;134184;27815;4207;15475;87077;48233;27598;58312;41862;78928;38806;103993;11001;15304;15190;10423;4051;12589;44282;113166;52000;28785;222733;46839;21472;3293;16750;82968;17703;132230;30252;38340;9084;48854;46038;1827;161292;113797;42086;159222;149305;39652;40702;88734;84064;153785;57051;67262;25569;59022;10585;55321;29008;25563;96755;27568;138024;58609;82502;13673;11152;26072;33831;49555;186358;16213;37985;;;;;;;
litigio_di_sgarbi.wav;frequenzaFond;30695;202267;66963;37419;134328;260394;115103;45918;58312;87910;288160;227445;284974;77264;167892;41551;139388;8519;13256;44282;250228;165867;72756;336281;158766;56218;40128;37115;295148;31371;188706;357448;276449;15099;365494;233419;13327;161292;265166;137136;159222;260007;435115;40702;122538;128541;153785;80378;347198;31790;156120;241815;337623;182451;198253;330250;228420;183351;147347;375921;36987;146881;33934;194827;100578;205988;212059;406385;;;;;;;
litigio_di_sgarbi.wav;posFreqFond;1;1;1;1;0;1;1;0;2;1;0;0;0;0;1;1;0;1;1;2;1;1;3;1;1;1;1;1;1;0;1;0;1;0;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;3;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;;;;;;;
litigio_di_sgarbi.wav;pendenze;29740;68082;39148;33212;77517;211456;66870;34047;51621;57892;124294;166970;180371;25618;152588;26361;96038;6811;6351;29560;137063;148945;43971;247786;140294;47217;36835;20365;260155;12868;92198;28391;266196;130;316640;222371;11500;98190;249945;101250;134297;110703;404921;29199;94098;44477;144362;31244;343698;15770;64063;226189;282301;153443;172690;233495;200852;103253;91155;293419;20726;135728;17969;190794;51023;145421;43985;368400;;;;;;;
litigio_di_sgarbi.wav;classificazione;0;10;0;0;0;10;0;0;0;0;10;5;10;0;10;0;0;0;0;0;10;10;0;10;0;0;0;0;10;0;10;10;0;0;10;0;0;0;10;0;10;10;0;0;0;10;10;0;10;0;5;5;10;0;0;10;10;10;10;10;0;10;0;0;0;10;5;10;;;;;;;
motociclista_1.wav;discretizzatore;396855;-15290;-203397;-153153;-187461;-241593;-173606;-82057;557791;156863;-48493;410335;-236851;62624;-31672;-121644;160654;346350;-90040;216473;-226417;66051;-35638;-56448;-18162;-52563;-230217;-17364;-132581;137499;-218248;-62872;39690;199074;-165992;-114269;-435527;494664;-173796;3935;187002;-41192;-543915;-24406;156884;-47034;-302031;-9204;-334633;-31469;279630;-120598;-145580;445822;-93373;109060;39416;3442;-309406;-309860;119602;-260623;46941;29968;-150803;-119770;-128830;92403;388645;-211166;58314;;;;
motociclista_1.wav;media;9;0;-4;-2;-3;-4;-3;-1;13;4;0;9;-4;1;0;-2;4;8;-1;5;-4;1;0;0;0;0;-4;0;-2;3;-4;0;1;5;-3;-2;-9;11;-3;0;4;0;-11;0;4;0;-6;0;-7;0;6;-2;-2;10;-1;2;1;0;-6;-6;3;-5;1;1;-2;-2;-2;2;9;-4;1;;;;
motociclista_1.wav;picchi;23203;20470;21787;23492;21333;20182;22621;25031;25610;24156;22662;20840;21871;17694;22647;23352;21104;19548;19880;19714;18708;12492;21014;21898;19878;21795;19763;20796;21552;22812;19322;20875;22571;11796;22109;18237;20613;22833;21204;19701;22433;22206;20129;21204;22512;21562;18808;19284;16007;21470;20444;20384;18091;21424;20258;22465;21482;18593;21082;19435;18457;22089;20425;21605;25428;25795;23813;22190;22473;23918;636;;;;
motociclista_1.wav;energia;7,73E+16;5,45E+16;1,26E+17;9,92E+16;9,98E+16;1,04E+17;9,83E+16;8,65E+16;1,25E+17;1,20E+17;3,59E+16;7,69E+15;9,56E+16;6,32E+16;1,96E+17;1,88E+17;5,93E+16;4,44E+16;7,30E+16;5,12E+16;3,54E+16;3,29E+16;6,45E+15;5,60E+16;6,57E+16;9,89E+16;9,98E+16;7,64E+16;6,67E+16;1,43E+17;1,61E+17;6,23E+16;2,15E+17;1,95E+15;2,20E+17;7,31E+16;9,70E+16;1,70E+17;6,17E+16;3,92E+16;7,27E+16;1,05E+17;9,39E+16;3,95E+16;1,37E+17;1,23E+17;4,10E+16;5,59E+16;3,18E+16;9,39E+16;9,84E+16;6,84E+15;4,58E+16;9,05E+16;2,93E+16;1,17E+17;4,55E+16;3,70E+16;1,10E+17;3,14E+16;5,39E+16;4,53E+16;1,08E+17;1,47E+17;1,50E+16;1,62E+17;1,23E+17;1,47E+17;9,90E+16;1,39E+17;8,91E+12;;;;
motociclista_1.wav;frequenzeH0;151638;15286;29531;54091;43851;23429;13892;53441;7107;17975;3048;304993;5563;5630;23488;6839;15075;29060;57292;70663;14480;49867;13282;55079;9337;13627;72965;1038;118894;52296;9628;140545;57020;157531;68745;22545;329875;153250;183187;118274;8240;13666;246598;40550;86783;3832;9391;48299;26318;156517;15770;129310;10017;177449;67143;176649;90441;93952;90597;47286;74802;175381;100804;6450;3627;2696;7098;17849;80032;61390;14673;;;;
motociclista_1.wav;frequenzeH1;21925;7982;30848;276375;73509;16456;2033;302565;26364;34134;7135;119032;125999;3077;4956;1895;100602;65387;125989;156051;2085;128099;6104;96638;2543;4241;319466;8081;182061;259879;3427;43266;60276;61034;139606;10571;123708;314535;125049;25190;7779;56287;206126;203754;85402;187260;2597;101117;25174;290691;141848;157741;2846;325457;333618;62331;92813;186287;105817;8643;67368;44270;15607;8916;416022;3301;2621;36018;3689;343236;3469;;;;
motociclista_1.wav;frequenzeH2;10343;7687;12022;40694;29634;1380;2676;123581;39060;23247;4174;8662;24014;2939;3298;673;129404;22851;22545;89345;2788;16752;5110;59069;3709;3189;77383;3894;153935;105627;1884;48389;9662;34668;63771;2672;19969;170957;49614;12217;4583;25308;220738;269701;20726;111484;536;68171;27014;64232;20454;83595;6230;48252;116153;33395;58805;62807;15162;3713;11811;4038;16247;1951;254471;1955;3271;10237;9029;179452;3914;;;;
motociclista_1.wav;frequenzaFond;151638;15286;30848;276375;73509;23429;13892;302565;39060;34134;7135;304993;125999;8601;23488;6839;129404;65387;125989;156051;29779;128099;13282;96638;11036;13627;319466;8081;182061;259879;9628;140545;60276;157531;139606;22545;329875;314535;183187;118274;25138;56287;246598;269701;86783;187260;9391;101117;27014;290691;141848;157741;10017;325457;333618;176649;92813;186287;105817;47286;74802;175381;100804;8916;416022;3301;7098;36018;80032;343236;14673;;;;
motociclista_1.wav;posFreqFond;0;0;1;1;1;0;0;1;2;1;1;0;1;5;0;0;2;1;1;1;9;1;0;1;6;0;1;1;1;1;0;0;1;0;1;0;0;1;0;0;6;1;0;2;0;1;0;1;2;1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;0;;;;
motociclista_1.wav;pendenze;129713;7304;18826;235681;43875;6973;11859;249124;34454;16159;4087;185961;120436;6924;18532;4944;34619;42536;103444;85388;23767;111347;7178;41559;5758;9386;246501;7043;63167;207583;6201;97279;50615;96497;75835;11974;206167;161285;58138;93084;20118;42621;40472;154791;1381;183428;6794;52818;17864;226460;126078;74146;7171;277204;266475;114318;34008;123479;90656;38643;7434;131111;85197;6965;412395;1347;4477;25781;76343;281846;11204;;;;
motociclista_1.wav;classificazione;10;0;0;10;0;0;0;10;0;0;0;10;0;0;0;0;0;0;10;10;0;0;0;0;0;0;10;0;10;10;0;0;0;0;10;0;10;10;5;0;0;0;10;10;0;10;0;0;0;10;5;10;0;10;10;5;0;10;0;0;0;5;0;0;10;0;0;0;0;10;0;;;;
Super_Angry_Australian.wav;discretizzatore;-583634;-385341;613045;-94360;-1232413;336052;783743;-806939;452950;401275;581163;-840861;782521;-197571;584274;971652;550790;862527;275281;1650653;2117696;1314455;-602141;1874057;-1268918;1029244;-286854;-1518183;607822;1067677;874617;-279826;-523635;-1115666;-554256;-86987;-1281753;-18612;896190;621408;-955388;-2245040;1201833;2066282;-1670271;-690489;238428;-1143751;-531755;-610202;-1417488;1432576;522110;103754;-16569;2104618;62754;63723;-1559949;-2218922;732563;1321018;-1647440;-78483;-598491;-460385;-224073;575107;-1420068;430206;-345735;-18244;-271810;1137607;764898
Super_Angry_Australian.wav;media;-12;-8;14;-1;-27;8;18;-17;10;9;13;-18;18;-3;13;22;12;20;6;37;48;30;-13;42;-28;23;-6;-33;14;24;20;-5;-11;-24;-12;-1;-28;0;20;14;-21;-50;27;47;-37;-15;5;-25;-11;-13;-31;32;12;2;0;48;1;1;-34;-49;17;30;-36;-1;-13;-9;-4;13;-31;10;-7;0;-5;26;17
Super_Angry_Australian.wav;picchi;16935;17019;17891;17327;17095;17813;17115;17272;17776;18211;17293;17077;17722;18711;17546;18256;17511;18706;17501;18473;17703;17762;18110;17341;18570;17750;18372;18177;17780;17533;17892;18512;17522;18053;17768;18043;17421;18910;18490;18364;18513;18206;17897;17901;18159;18617;17766;18603;17878;18900;17902;17739;18078;18251;18618;17849;18038;18876;17516;18188;17588;18177;18533;18258;18324;17990;19644;17726;19263;17681;18119;18889;17316;18217;17530
Super_Angry_Australian.wav;energia;6,64E+16;7,59E+16;6,48E+16;8,12E+16;8,57E+16;5,69E+16;9,11E+16;9,20E+16;8,01E+16;9,98E+16;1,26E+17;9,57E+16;1,52E+17;7,75E+15;1,39E+17;7,37E+16;1,07E+16;1,46E+17;1,47E+17;1,15E+17;1,30E+17;1,90E+17;1,21E+17;1,24E+16;1,04E+16;8,81E+16;1,11E+17;1,42E+17;1,06E+17;9,91E+16;9,58E+14;1,47E+17;1,17E+17;1,37E+17;7,59E+16;1,04E+17;9,78E+16;8,93E+16;1,54E+17;1,33E+17;1,33E+17;1,41E+17;1,48E+17;1,44E+17;1,11E+17;1,16E+17;1,08E+17;1,57E+16;1,63E+17;1,37E+17;1,22E+17;1,55E+17;1,02E+17;4,70E+16;1,24E+17;1,10E+17;9,29E+16;1,17E+17;1,45E+17;1,60E+17;5,41E+16;1,74E+17;1,15E+17;1,48E+17;1,31E+17;6,44E+16;1,53E+17;7,48E+16;1,65E+17;3,31E+16;1,79E+16;1,26E+17;1,06E+17;1,50E+16;6,25E+16
Super_Angry_Australian.wav;frequenzeH0;12;113661;110880;6587;11338;748;104324;6208;84;126;196971;23778;78369;4802;5499;117769;109800;452;1261;76514;80350;8095;537;14377;12299;520;90977;1537;90321;126517;71688;54685;60895;4848;9474;302;50910;2445;95117;22133;60598;30951;61626;75704;68535;68416;39755;64051;1467;929;2986;71120;74309;2337;3415;5893;113260;5896;45770;3101;49385;6231;58073;4892;14737;105739;124182;121620;3610;29653;29598;1555;51172;18091;942
Super_Angry_Australian.wav;frequenzeH1;1947;15226;13925;1446;117397;855;128306;9251;616;2880;68024;118436;308840;78326;14309;114606;36059;417;2164;34991;199079;3325;53612;205566;27845;60985;72131;2654;93790;64363;101248;75744;46622;25537;125234;2824;4282;1785;26499;18259;389298;45616;128337;420898;138114;49606;31843;201008;3214;116093;2774;320598;335115;4390;2268;5065;28840;13772;16352;2421;108408;112088;141093;13651;128606;247039;259101;332675;5397;35594;191984;2319;126814;89248;5221
Super_Angry_Australian.wav;frequenzeH2;3671;6807;38281;4544;79935;1701;20995;4790;437;8322;96689;170370;46861;115656;8268;136360;40745;936;1007;247754;139437;890;57303;48936;28409;380067;371422;1212;310112;39767;208488;234040;91366;86116;46478;1494;5627;1671;113189;123828;109475;37532;35167;111157;261546;123579;14109;107120;1541;62493;839;179121;54596;630;2216;547;42468;3184;28466;3585;166929;76073;334922;12589;13562;16578;25568;80888;28896;16138;280058;4277;241970;354464;3784
